Drainage	Basin	State	Stream	Stretch	Region	Data	Largura-m	ProfMedia-m	ProfMaxima-m	LAT	LONG	Order	Family	Species	Espécie_abreviada	Osf	Ops	Eps	Bsh	Bsf	PFps	PFar	CPt	CFar	Frt	Fsf
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Siluriformes	Callichthyidae	Callichthys_callichthys	Callcall	0.122	0.316	0.806	0.932	5.038	0.223	2.054	1.74	1.187	0.587	2.662
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Characiformes	Erythrinidae	Hoplias_malabaricus	Hoplmala	0.492	0.524	0.758	1.435	1.669	0.19	2.484	1.454	1.166	0.678	2.048
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Characiformes	Erythrinidae	Hoplerythrinus_unitaeniatus	Hopunit	0.465	0.511	0.726	1.325	1.798	0.184	2.549	1.477	1.066	0.638	1.804
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Cyprinodontiformes	Cynolebiidae	Anablepsoides_micropus	Anamicr	0.296	0.742	0.609	1.162	6.492	0.445	2.851	1.849	0.936	0.451	3.512
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Cyprinodontiformes	Cynolebiidae	Cynolebiidae_sp._liso	Cynogenliso	0.296	0.743	0.61	1.162	6.492	0.445	2.851	1.849	0.936	0.451	3.512
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Characiformes	Crenuchidae	Microcharacidium_eleotrioides	Miceleo	0.2	0.313	0.664	1.433	24.672	0.117	5.674	1.395	0.87	0.618	3.058
Rio_Negro	Negro	Amazonas	AIU-2	50m	Médio_Rio_Negro	01/04/2012	1.425	0.16	0.353	-0.589306	-64.91275	Characiformes	Characidae	Hemigrammus_vorderwinkleri	Hemvord	0.275	0.548	0.595	2.257	13.93	0.108	6.513	2.535	1.691	0.354	1.582
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Gymnotiformes	Gymnotidae	Gymnotus_coropinae	Gymncoro	0.204	0.768	0.709	1.831	3.544	0.371	2.168	0	0	0	0.489
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Erythrinidae	Erythrinus_erythrinus	Eryteryt	0.412	0.516	0.673	1.205	2.323	0.217	2.33	1.314	1.082	0.644	2.188
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Erythrinidae	Hoplias_malabaricus	Hoplmala	0.492	0.524	0.758	1.435	1.669	0.19	2.484	1.454	1.166	0.678	2.048
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Erythrinidae	Hoplerythrinus_unitaeniatus	Hopunit	0.465	0.511	0.726	1.325	1.798	0.184	2.549	1.477	1.066	0.638	1.804
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Gymnotiformes	Hypopomidae	Brachyhypopomus_sp._anal_preta	Braanpr	0.093	0.423	0.72	2.548	3.75	0.389	2.69	0	0	0	0.6
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Cichliformes	Cichlidae	Apistogramma_brevis	Apicaet	0.192	0.396	0.747	2.247	4.051	0.375	2.776	1.378	0.712	1.032	2.422
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Cichliformes	Cichlidae	Aequidens_pallidus	Aequpall	0.126	0.335	0.688	2.597	2.909	0.377	3.159	1.468	0.822	1.099	2.2
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Cichliformes	Cichlidae	Apistogramma_mendezi	Apimend	0.211	0.37	0.696	2.178	8.923	0.386	3.355	1.577	0.804	0.8	3.015
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Siluriformes	Heptapteridae	Phreatobius_sp.n	Phrspn	0.253	0.582	1	0.871	47.985	0.228	3.52	1.07	1.012	0.791	1.459
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Lebiasinidae	Pyrrhulina_aff._brevis	Pyraffbrev	0.264	0.768	0.631	1.761	4.804	0.206	4.045	1.711	0.999	0.46	2.686
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Crenuchidae	Crenuchus_spilurus	Crenspil	0.461	0.479	0.652	2.144	6.095	0.147	4.692	2.15	1.625	0.275	1.632
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Lebiasinidae	Copella_callolepis	Copecall	0.252	0.767	0.584	2.004	8.552	0.212	5.178	1.731	0.902	0.389	2.883
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Lebiasinidae	Copella_eigenmanni	Copeeige	0.337	0.792	0.599	1.845	9.291	0.201	5.665	1.768	0.755	0.373	3.961
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Crenuchidae	Microcharacidium_eleotrioides	Miceleo	0.2	0.313	0.664	1.433	24.672	0.117	5.674	1.395	0.87	0.618	3.058
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Characidae	Moenkhausia_diktyota	Moedikt	0.255	0.552	0.62	2.339	3.428	0.132	5.787	2.719	1.924	0.357	1.53
Rio_Negro	Negro	Amazonas	AIU-4	50m	Médio_Rio_Negro	02/04/2012	1.883	0.223	0.343	-0.57939	-64.907499	Characiformes	Characidae	Hemigrammus_vorderwinkleri	Hemvord	0.275	0.548	0.595	2.257	13.93	0.108	6.513	2.535	1.691	0.354	1.582
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Gymnotiformes	Gymnotidae	Gymnotus_coropinae	Gymncoro	0.204	0.768	0.709	1.831	3.544	0.371	2.168	0	0	0	0.489
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Siluriformes	Cetopsidae	Helogenes_marmoratus	Helomarm	0.365	0.39	0.814	1.955	3.673	0.484	2.726	1.831	1.272	0.806	3.259
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Crenuchidae	Poecilocharax_weitzmani	Poeweit	0.316	0.531	0.68	2.274	21.621	0.19	3.208	1.655	0.985	0.325	2.888
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Cichliformes	Cichlidae	Apistogramma_mendezi	Apimend	0.211	0.37	0.696	2.178	8.923	0.386	3.355	1.577	0.804	0.8	3.015
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Lebiasinidae	Pyrrhulina_aff._brevis	Pyraffbrev	0.264	0.768	0.631	1.761	4.804	0.206	4.045	1.711	0.999	0.46	2.686
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Characidae	Parapristella_georgiae	Pargeor	0.452	0.594	0.639	2.047	12.508	0.127	4.564	3.135	1.893	0.266	2.113
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Characidae	Hemigrammus_coeruleus	Hemcoer	0.329	0.535	0.61	2.191	8.267	0.117	5.527	2.752	1.792	0.366	1.874
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Crenuchidae	Microcharacidium_eleotrioides	Miceleo	0.2	0.313	0.664	1.433	24.672	0.117	5.674	1.395	0.87	0.618	3.058
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Characidae	Moenkhausia_diktyota	Moedikt	0.255	0.552	0.62	2.339	3.428	0.132	5.787	2.719	1.924	0.357	1.53
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Characidae	Hyphessobrycon_cf._agulha	Hypcfagul	0.312	0.526	0.591	2.158	5.411	0.095	5.894	3.461	2.146	0.364	1.797
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Characidae	Hemigrammus_vorderwinkleri	Hemvord	0.275	0.548	0.595	2.257	13.93	0.108	6.513	2.535	1.691	0.354	1.582
Rio_Negro	Negro	Amazonas	AIU-5	50m	Médio_Rio_Negro	03/04/2012	3.15	0.6	0.72	-0.589	-64.911694	Characiformes	Characidae	Hemigrammus_aff._rodwayi	Hemaffrodw	0.27	0.513	0.585	2.176	13.157	0.102	7.058	2.731	1.647	0.307	1.545
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Gymnotiformes	Gymnotidae	Gymnotus_coropinae	Gymncoro	0.204	0.768	0.709	1.831	3.544	0.371	2.168	0	0	0	0.489
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Characiformes	Erythrinidae	Erythrinus_erythrinus	Eryteryt	0.412	0.516	0.673	1.205	2.323	0.217	2.33	1.314	1.082	0.644	2.188
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Cyprinodontiformes	Cynolebiidae	Laimosemion_cf._geayi	Laicfgeay	0.238	0.778	0.593	1.181	13.242	0.44	2.341	1.552	0.82	0.505	3.131
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Cichliformes	Cichlidae	Crenicichla_hummelincki	Crehumm	0.422	0.419	0.668	1.732	2.295	0.43	2.563	1.499	0.756	1.025	3.972
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Siluriformes	Cetopsidae	Helogenes_marmoratus	Helomarm	0.365	0.39	0.814	1.955	3.673	0.484	2.726	1.831	1.272	0.806	3.259
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Cichliformes	Cichlidae	Apistogramma_aff._gossei	Apiaffgoss	0.156	0.35	0.678	2.207	8.506	0.371	3.897	1.467	0.796	0.799	2.741
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Characiformes	Crenuchidae	Microcharacidium_weitzmani	Micrweit	0.174	0.418	0.633	1.724	30.394	0.092	5.594	1.295	0.622	0.598	3.218
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Characiformes	Characidae	Hyphessobrycon_amapaensis	Hypamap	0.386	0.539	0.579	1.987	10.901	0.103	5.783	2.709	1.511	0.33	1.363
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-001	50m	Baixo_Amazonas_-_Amapá	21/09/2012	1.79	0.14	0.4	-0.569770345	-51.90494369	Characiformes	Lebiasinidae	Copella_arnoldi	Copearno	0.287	0.739	0.566	2.03	11.081	0.201	6.11	1.631	0.653	0.596	3.627
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Gymnotiformes	Rhamphichthyidae	Hypopygus_lepturus	Hypolept	0.101	0.301	0.693	2.246	7.22	0.45	2.098	0	0	0	0.629
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Gymnotiformes	Gymnotidae	Gymnotus_coropinae	Gymncoro	0.204	0.768	0.709	1.831	3.544	0.371	2.168	0	0	0	0.489
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Characiformes	Erythrinidae	Erythrinus_erythrinus	Eryteryt	0.412	0.516	0.673	1.205	2.323	0.217	2.33	1.314	1.082	0.644	2.188
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Cyprinodontiformes	Cynolebiidae	Laimosemion_cf._geayi	Laicfgeay	0.238	0.778	0.593	1.181	13.242	0.44	2.341	1.552	0.82	0.505	3.131
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Siluriformes	Cetopsidae	Helogenes_marmoratus	Helomarm	0.365	0.39	0.814	1.955	3.673	0.484	2.726	1.831	1.272	0.806	3.259
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Siluriformes	Trichomycteridae	Ituglanis_amazonicus	Itugamaz	0.194	0.334	0.95	1.231	6.524	0.505	2.917	1.376	0.88	0.374	2.258
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Gymnotiformes	Rhamphichthyidae	Steatogenys_duidae	Steduid	0.105	0.226	0.722	2.929	3.197	0.402	3.001	0	0	0	0.678
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Gymnotiformes	Hypopomidae	Microsternarchus_bilineatus	Micbili	0.127	0.349	0.72	2.126	6.141	0.324	3.267	0	0	0	0.434
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Cichliformes	Cichlidae	Apistogramma_aff._gossei	Apiaffgoss	0.156	0.35	0.678	2.207	8.506	0.371	3.897	1.467	0.796	0.799	2.741
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Characiformes	Lebiasinidae	Nannostomus_marginatus	Nanmarg	0.108	0.549	0.54	2.059	18.079	0.205	5.157	1.903	1.282	0.3	2.182
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Characiformes	Characidae	Hyphessobrycon_amapaensis	Hypamap	0.386	0.539	0.579	1.987	10.901	0.103	5.783	2.709	1.511	0.33	1.363
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-002	50m	Baixo_Amazonas_-_Amapá	21/06/2012	2.775	0.334	0.518	-0.585345095	-51.92628334	Characiformes	Lebiasinidae	Copella_arnoldi	Copearno	0.287	0.739	0.566	2.03	11.081	0.201	6.11	1.631	0.653	0.596	3.627
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Synbranchiformes	Synbranchidae	Synbranchus_madeirae	Synmade	0.556	0.379	0.75	1.14	2.668	0	0	0	0	0	0
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Gymnotiformes	Gymnotidae	Gymnotus_coropinae	Gymncoro	0.204	0.768	0.709	1.831	3.544	0.371	2.168	0	0	0	0.489
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Siluriformes	Pseudopimelodidae	Batrochoglanis_raninus	Batrrani	0.407	0.444	0.889	0.869	5.748	0.272	2.276	1.425	0.768	0.874	1.691
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Erythrinidae	Erythrinus_erythrinus	Eryteryt	0.412	0.516	0.673	1.205	2.323	0.217	2.33	1.314	1.082	0.644	2.188
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Cyprinodontiformes	Cynolebiidae	Laimosemion_cf._geayi	Laicfgeay	0.238	0.778	0.593	1.181	13.242	0.44	2.341	1.552	0.82	0.505	3.131
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Siluriformes	Cetopsidae	Helogenes_marmoratus	Helomarm	0.365	0.39	0.814	1.955	3.673	0.484	2.726	1.831	1.272	0.806	3.259
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Siluriformes	Trichomycteridae	Ituglanis_amazonicus	Itugamaz	0.194	0.334	0.95	1.231	6.524	0.505	2.917	1.376	0.88	0.374	2.258
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Gymnotiformes	Hypopomidae	Microsternarchus_bilineatus	Micbili	0.127	0.349	0.72	2.126	6.141	0.324	3.267	0	0	0	0.434
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Cichliformes	Cichlidae	Apistogramma_aff._gossei	Apiaffgoss	0.156	0.35	0.678	2.207	8.506	0.371	3.897	1.467	0.796	0.799	2.741
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Gymnotiformes	Rhamphichthyidae	Gymnorhamphichthys_rondoni	Gymnrond	0.051	0.425	0.842	2.921	3.54	0.374	4.116	0	0	0	1.312
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Crenuchidae	Crenuchus_spilurus	Crenspil	0.461	0.479	0.652	2.144	6.095	0.147	4.692	2.15	1.625	0.275	1.632
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Lebiasinidae	Nannostomus_marginatus	Nanmarg	0.108	0.549	0.54	2.059	18.079	0.205	5.157	1.903	1.282	0.3	2.182
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Lebiasinidae	Copella_callolepis	Copecall	0.252	0.767	0.584	2.004	8.552	0.212	5.178	1.731	0.902	0.389	2.883
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Characidae	Hyphessobrycon_amapaensis	Hypamap	0.386	0.539	0.579	1.987	10.901	0.103	5.783	2.709	1.511	0.33	1.363
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Iguanodectidae	Iguanodectes_rachovii	Igurach	0.256	0.491	0.58	1.988	5.268	0.14	6.062	3.195	2.1	0.538	2.243
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-003	50m	Baixo_Amazonas_-_Amapá	20/06/2012	3.233	0.322	0.573	-0.555176949	-51.88641826	Characiformes	Lebiasinidae	Copella_arnoldi	Copearno	0.287	0.739	0.566	2.03	11.081	0.201	6.11	1.631	0.653	0.596	3.627
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Cyprinodontiformes	Cynolebiidae	Laimosemion_cf._geayi	Laicfgeay	0.238	0.778	0.593	1.181	13.242	0.44	2.341	1.552	0.82	0.505	3.131
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Erythrinidae	Hoplerythrinus_unitaeniatus	Hopunit	0.465	0.511	0.726	1.325	1.798	0.184	2.549	1.477	1.066	0.638	1.804
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Gymnotiformes	Hypopomidae	Microsternarchus_bilineatus	Micbili	0.127	0.349	0.72	2.126	6.141	0.324	3.267	0	0	0	0.434
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Lebiasinidae	Pyrrhulina_zigzag	Pyrrzigz	0.284	0.765	0.598	1.9	10.28	0.219	4.542	1.606	0.908	0.483	2.533
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Lebiasinidae	Nannostomus_marginatus	Nanmarg	0.108	0.549	0.54	2.059	18.079	0.205	5.157	1.903	1.282	0.3	2.182
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Lebiasinidae	Copella_callolepis	Copecall	0.252	0.767	0.584	2.004	8.552	0.212	5.178	1.731	0.902	0.389	2.883
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Crenuchidae	Microcharacidium_weitzmani	Micrweit	0.174	0.418	0.633	1.724	30.394	0.092	5.594	1.295	0.622	0.598	3.218
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Characidae	Hyphessobrycon_amapaensis	Hypamap	0.386	0.539	0.579	1.987	10.901	0.103	5.783	2.709	1.511	0.33	1.363
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-004	50m	Baixo_Amazonas_-_Amapá	29/11/2012	0.605	0.257	0.45	-0.404914822	-51.81007454	Characiformes	Lebiasinidae	Copella_arnoldi	Copearno	0.287	0.739	0.566	2.03	11.081	0.201	6.11	1.631	0.653	0.596	3.627
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-005	50m	Baixo_Amazonas_-_Amapá	18/09/2012	1.555	0.102	0.163	-0.581353297	-51.92360071	Gymnotiformes	Gymnotidae	Gymnotus_coropinae	Gymncoro	0.204	0.768	0.709	1.831	3.544	0.371	2.168	0	0	0	0.489
Rio_Amazonas	Amazonas,_entre_o_rio_Xingu_e_a_foz	Amapá	AMA-005	50m	Baixo_Amazonas_-_Amapá	18/09/2012	1.555	0.102	0.163	-0.581353297	-51.92360071	Characiformes	Erythrinidae	Erythrinus_erythrinus	Eryteryt	0.412	0.516	0.673	1.205	2.323	0.217	2.33	1.314	1.082	0.644	2.188
